KB_Relative_Information_tr_vs_tr-x1,KB_Relative_Information_tr_vs_te,KB_Relative_Information_tr-x1_vs_te,KB_Relative_Information_tr-x1_vs_te-x1,KB_Relative_Information_tr_vs_te-x1,KB_Relative_Information_Range,KB_Relative_Information_Avg,KB_Relative_Information_StDev,Kappa_tr-x1_vs_te,Kappa_tr_vs_te,Kappa_tr_vs_tr-x1,Kappa_tr-x1_vs_te-x1,Kappa_tr_vs_te-x1,Kappa_Range,Kappa_Avg,Kappa_StDev,IR_Recall_tr-x1_vs_te-x1,IR_Recall_tr_vs_te-x1,IR_Recall_tr_vs_tr-x1,IR_Recall_tr_vs_te,IR_Recall_tr-x1_vs_te,IR_Recall_Range,IR_Recall_StDev,IR_Recall_Avg,PercCorrect_tr_vs_tr-x1,PercCorrect_tr-x1_vs_te-x1,PercCorrect_tr_vs_te-x1,PercCorrect_tr-x1_vs_te,PercCorrect_tr_vs_te,PercCorrect_Range,PercCorrect_Avg,PercCorrect_StDev,Unweighted_Macro_F_tr_vs_tr-x1,Unweighted_Macro_F_tr_vs_te-x1,Unweighted_Macro_F_tr_vs_te,Unweighted_Macro_F_tr-x1_vs_te-x1,Unweighted_Macro_F_tr-x1_vs_te,Unweighted_Macro_F_Range,Unweighted_Macro_F_Avg,Unweighted_Macro_F_StDev,IR_Precision_tr_vs_te,IR_Precision_tr_vs_te-x1,IR_Precision_tr-x1_vs_te,IR_Precision_tr-x1_vs_te-x1,IR_Precision_tr_vs_tr-x1,IR_Precision_Range,IR_Precision_StDev,IR_Precision_Avg,SF_Entropy_Gain_tr_vs_te,SF_Entropy_Gain_tr-x1_vs_te,SF_Entropy_Gain_tr_vs_te-x1,SF_Entropy_Gain_tr-x1_vs_te-x1,SF_Entropy_Gain_tr_vs_tr-x1,SF_Entropy_Gain_Range,SF_Entropy_Gain_Avg,SF_Entropy_Gain_StDev,KB_Mean_Information_tr_vs_te,KB_Mean_Information_tr-x1_vs_te-x1,KB_Mean_Information_tr_vs_tr-x1,KB_Mean_Information_tr-x1_vs_te,KB_Mean_Information_tr_vs_te-x1,KB_Mean_Information_Range,KB_Mean_Information_Avg,KB_Mean_Information_StDev,Weighted_AreaUnderROC_tr_vs_te-x1,Weighted_AreaUnderROC_tr_vs_tr-x1,Weighted_AreaUnderROC_tr-x1_vs_te,Weighted_AreaUnderROC_tr-x1_vs_te-x1,Weighted_AreaUnderROC_tr_vs_te,Weighted_AreaUnderROC_Range,Weighted_AreaUnderROC_Avg,Weighted_AreaUnderROC_StDev,TargetLabel
2776.336,11288.12261,8511.78661,10002.72579,12779.06179,12779.06179,7481.33421,6279.34516,0.19837,0.20368,0.00531,0.22648,0.23178,0.23178,0.29703,0.12472,0.11324,0.12712,0.01388,0.06571,0.05183,0.12712,0.0577,0.66316,1.38793,11.32376,12.71169,5.18341,6.57134,12.71169,66.31588,5.76986,0.00356,0.12316,0.1019,0.11959,0.09834,0.12316,0.64646,0.06454,0.06876,0.12059,0.05734,0.10917,0.01142,0.12059,0.05575,0.66465,87.21308,68.3391,97.23191,78.35792,18.87399,97.23191,51.25883,48.5858,0.10362,0.14915,0.00035,0.10328,0.14949,0.14949,0.21009,0.07533,0.15312,0.00122,0.13682,0.15191,0.13804,0.15312,0.71099,0.08393,Bad
6700,38800,32100,35600,42300,42300,18550,21698.00298,1.08758,1.0417,-0.04588,1.05808,1.0122,1.08758,0.30565,0.60656,0.52904,0.50646,-0.02258,0.34557,0.36815,0.52904,0.26105,0.69683,-2.25761,52.90404,50.64643,36.8147,34.55709,52.90404,69.68268,26.10456,-0.02344,0.61838,0.54453,0.64182,0.56797,0.64182,0.61807,0.34393,0.47152,0.70137,0.48476,0.7146,-0.01324,0.7146,0.35507,0.63297,17540,37841,5783,26084,-20301,37841,-51806.5,15821.31652,0.69114,1.05808,-0.04515,0.73629,1.01293,1.05808,0.39365,0.52209,0.52306,-0.00598,0.52578,0.52904,0.5198,0.52904,0.66157,0.30279,Bad
5454.01391,14696.04751,9242.03359,9795.78149,15249.79541,15249.79541,6118.02409,7415.94845,0.58356,0.60814,0.02457,0.56061,0.58518,0.60814,0.14434,0.33767,0.2803,0.31668,0.03638,0.31402,0.27764,0.31668,0.17221,0.58173,3.63818,28.0303,31.66848,27.76384,31.40202,31.66848,58.17313,17.22115,0.01672,0.29403,0.31752,0.27732,0.30081,0.31752,0.56405,0.17212,0.24707,0.31873,0.23572,0.30738,0.01135,0.31873,0.16277,0.60393,129.81501,76.39972,131.39665,77.98136,53.41529,131.39665,34.18219,63.82967,0.28001,0.27228,0.05851,0.2215,0.33079,0.33079,0.13144,0.16254,0.31509,0.00036,0.3506,0.31473,0.35096,0.35096,0.62473,0.19272,Good
7698.67864,28694.53594,20995.8573,26275.76196,33974.4406,33974.4406,16723.79099,16319.79305,0.64344,0.62902,-0.01442,0.65198,0.63756,0.65198,0.49693,0.36986,0.32599,0.32148,-0.0045,0.19059,0.19509,0.32599,0.15842,0.7808,-0.45028,32.59882,32.14854,19.50899,19.0587,32.59882,78.07999,15.84191,-0.00732,0.33131,0.31646,0.33863,0.32378,0.33863,0.74473,0.18923,0.16289,0.31384,0.16404,0.31498,-0.00114,0.31498,0.15109,0.79278,328.71705,252.36709,364.93698,288.58702,76.34996,364.93698,145.32998,181.50912,0.2901,0.59036,0.01072,0.27938,0.60108,0.60108,0.43444,0.28414,0.47057,0.00064,0.48597,0.46993,0.48661,0.48661,0.73884,0.2762,Bad
5027.5271,18900.84593,13873.31883,16691.05067,21718.57776,21718.57776,10507.32467,10540.45534,0.40542,0.39934,-0.00608,0.39685,0.39077,0.40542,0.25246,0.22988,0.19843,0.21154,0.01311,0.13306,0.11994,0.21154,0.10105,0.65096,1.31119,19.84266,21.15385,11.99429,13.30548,21.15385,65.09583,10.10541,0.00107,0.20783,0.19662,0.20676,0.19555,0.20783,0.61903,0.11654,0.1209,0.21097,0.13291,0.22298,-0.012,0.22298,0.10597,0.66429,65.29027,36.62712,44.25988,15.59673,28.66316,65.29027,-86.83563,27.49305,0.2635,0.36462,0.03762,0.22588,0.40224,0.40224,0.24568,0.19058,0.20914,0.01504,0.23742,0.1941,0.25246,0.25246,0.618,0.13026,Bad
10600,37600,27000,32600,43200,43200,19150,20847.62177,0.94754,0.97473,0.02719,0.97275,0.99994,0.99994,0.29258,0.56239,0.48638,0.50729,0.02092,0.25911,0.23819,0.50729,0.23802,0.70702,2.09193,48.63751,50.72944,23.819,25.91093,50.72944,70.70154,23.8015,0.01398,0.59059,0.48711,0.57661,0.47313,0.59059,0.62318,0.31001,0.2729,0.62542,0.25874,0.61126,0.01416,0.62542,0.29307,0.6798,4664,6702,-15648,-13610,-2038,20312,-49924.5,8724.92833,0.51822,0.97275,0.04184,0.47638,1.01459,1.01459,0.41403,0.47603,0.48916,0.00279,0.47138,0.48638,0.47416,0.48916,0.64419,0.27735,Bad
1011.78017,1719.63141,707.85124,1311.77752,2323.5577,2323.5577,1155.88909,998.59452,0.18182,0.17057,-0.01125,0.18182,0.17057,0.18182,0.0881,0.10183,0.09091,0.12832,0.03741,0.02226,-0.01515,0.12832,0.05635,0.58132,3.74095,9.09091,12.83186,-1.51515,2.2258,12.83186,58.13221,5.63497,0.00943,0.24472,0.2007,0.23529,0.19127,0.24472,0.46434,0.1272,0.24499,0.3623,0.24727,0.36458,-0.00229,0.36458,0.18237,0.46105,-33214.80149,-24690.77676,-33208.76223,-24684.7375,-8524.02473,33214.80149,-24118.90877,17072.57714,0.002,0.12303,0.05414,-0.05214,0.17718,0.17718,0.1558,0.0831,0.02774,-0.01644,0.0288,0.04418,0.01236,0.04418,0.56029,0.01873,Bad
6793.69279,15155.58589,8361.8931,12002.71376,18796.40655,18796.40655,9238.6026,8447.84446,0.128,0.16358,0.03558,0.22792,0.26351,0.26351,0.28577,0.12103,0.11396,0.1695,0.05554,-0.05101,-0.10655,0.22051,0.0946,0.69496,5.55347,11.39613,16.9496,-10.65468,-5.10122,22.05082,69.49569,9.4595,0.02728,0.14942,0.07049,0.12215,0.04321,0.14942,0.6257,0.06523,-0.00726,0.16602,-0.01775,0.15553,0.01049,0.17328,0.08279,0.71786,74.31542,8.57881,104.2632,38.52659,65.73661,104.2632,42.23561,43.94093,0.09267,0.1997,0.06548,0.0272,0.26518,0.26518,0.26773,0.11313,0.10238,0.00564,0.0335,0.09674,0.03914,0.10238,0.74752,0.04702,Bad
6288.31907,33862.65841,27574.33934,31521.40799,37809.72706,37809.72706,19630.26965,19116.57386,0.59097,0.58742,-0.00355,0.61084,0.60729,0.61084,0.44412,0.346,0.30542,0.30769,0.00227,0.23626,0.23398,0.30769,0.15907,0.73844,0.22727,30.54196,30.76923,23.39838,23.62565,30.76923,73.84446,15.90675,-0.00154,0.30553,0.29593,0.30707,0.29747,0.30707,0.72089,0.17412,0.20842,0.30642,0.20994,0.30794,-0.00152,0.30794,0.15434,0.74664,-5340.56359,-1993.11913,-19730.73803,-16383.29357,-3347.44447,19730.73803,-35228.79689,8701.01038,0.47704,0.62015,0.00613,0.47091,0.62629,0.62629,0.47495,0.32255,0.34848,-0.00233,0.33845,0.35082,0.33612,0.35082,0.72396,0.19837,Bad
624.27888,11109.48084,10485.20196,9276.17984,9900.45872,11109.48084,5264.81947,5910.99314,0.30072,0.29582,-0.00489,0.22095,0.21605,0.30072,0.14336,0.1527,0.11047,0.11329,0.00282,0.21374,0.21093,0.21374,0.10219,0.55785,0.28162,11.0473,11.32892,21.09266,21.37428,21.37428,55.78542,10.219,-0.00039,0.10526,0.21177,0.10566,0.21216,0.21216,0.55096,0.10143,0.04441,0.11619,0.04944,0.12122,-0.00503,0.12122,0.05612,0.60483,7.41179,4.44785,-21.39154,-24.35548,2.96395,28.80333,-17.86272,12.79297,0.24143,0.10491,0.00158,0.23985,0.10649,0.24143,0.12356,0.11416,0.0449,-0.004,0.11124,0.04891,0.10724,0.11124,0.64045,0.05179,Bad
9300,42600,33300,35000,44300,44300,20850,22731.25601,0.82536,0.83251,0.00715,0.79904,0.80619,0.83251,0.44736,0.47112,0.39952,0.40625,0.00672,0.36531,0.35859,0.40625,0.22144,0.73799,0.67253,39.95215,40.62468,35.85859,36.53112,40.62468,73.79918,22.14368,0.00362,0.41812,0.41623,0.41449,0.41261,0.41812,0.7199,0.23982,0.36538,0.40262,0.36024,0.39748,0.00514,0.40262,0.22075,0.73935,42234,46429,20811,25006,-4195,46429,-51783.5,21358.65068,0.73062,0.79904,0.01345,0.71717,0.81249,0.81249,0.47598,0.44287,0.40008,0.00056,0.41268,0.39952,0.41324,0.41324,0.72293,0.23469,Bad
11000,33800,22800,28600,39600,39600,17300,18715.05633,0.84401,0.88509,0.04108,0.87519,0.91627,0.91627,0.24876,0.50859,0.4376,0.47268,0.03508,0.21792,0.18283,0.47268,0.2164,0.68781,3.50844,43.75946,47.2679,18.28306,21.7915,47.2679,68.78112,21.64032,0.02242,0.54637,0.44012,0.52395,0.4177,0.54637,0.59965,0.28181,0.25572,0.60995,0.23873,0.59296,0.01699,0.60995,0.28457,0.67178,-15742,-15852,-34980,-35090,110,35090,-59859,16643.61167,0.43583,0.87519,0.07017,0.36566,0.94536,0.94536,0.37562,0.43281,0.4376,0,0.41853,0.4376,0.41853,0.4376,0.62012,0.24726,Bad
-1300,200,1500,800,-500,1500,100,668.33126,0.09486,0.04118,-0.05368,0.03671,-0.01697,0.09486,0.06732,0.03936,0.01836,-0.05174,-0.07009,0.06248,0.13258,0.13258,0.05948,0.50156,-7.00925,1.83566,-5.17359,13.25758,6.24832,13.25758,50.1562,5.9479,-0.05782,0.02348,0.11579,0.0813,0.17361,0.17361,0.46145,0.07221,0.00608,-0.0265,0.00517,-0.02742,0.00091,0.03259,0.01466,0.57258,-41806,-21425,-49317,-28936,-20381,49317,-34303,22263.6309,0.12497,0.03671,-0.14018,0.26515,-0.10347,0.26515,0.00312,0.11896,-0.00404,-0.0224,0.04528,0.01836,0.02288,0.04528,0.53531,0.0186,Bad
6400.43812,38774.13941,32373.70129,35209.42625,41609.86437,41609.86437,18315.1456,21547.58663,0.9187,0.91667,-0.00202,0.91748,0.91546,0.9187,0.30409,0.52948,0.45874,0.46154,0.0028,0.35058,0.34779,0.46154,0.23798,0.68088,0.27972,45.87413,46.15385,34.77868,35.0584,46.15385,68.08855,23.79854,-0.0008,0.48467,0.45842,0.48547,0.45923,0.48547,0.64515,0.27269,0.34258,0.47848,0.34347,0.47937,-0.00089,0.47937,0.24368,0.67974,15273.73121,15733.99061,4695.36379,5155.62319,-460.2594,15733.99061,-32454.59695,7312.01017,0.70468,0.9176,0.00556,0.69911,0.92316,0.92316,0.3611,0.47673,0.46035,0.00265,0.46806,0.4577,0.47071,0.47071,0.65768,0.26804,Bad
900.0002,6910.04087,6010.04067,5931.02128,6831.02148,6910.04087,3695.99205,3725.19984,0.48897,0.45678,-0.03219,0.44242,0.41023,0.48897,0.29244,0.2606,0.22121,0.21714,-0.00408,0.23068,0.23475,0.23475,0.13058,0.65166,-0.40767,22.12121,21.71354,23.47518,23.0675,23.47518,65.16565,13.05762,-0.01252,0.22678,0.23338,0.2393,0.2459,0.2459,0.63557,0.13658,0.24282,0.21127,0.27426,0.24271,-0.03144,0.27426,0.14134,0.6629,-5847.21733,-4268.22332,-7987.56746,-6408.57345,-1578.99401,7987.56746,-10354.72685,3700.82254,0.43429,0.41865,-0.00879,0.44308,0.40986,0.44308,0.32039,0.24645,0.18152,-0.03219,0.30151,0.2137,0.26932,0.30151,0.67551,0.14457,Bad
6739.17868,25689.80399,18950.62532,20552.49485,27291.67352,27291.67352,12529.13872,13645.25324,0.78617,0.80021,0.01404,0.74801,0.76205,0.80021,0.38552,0.44724,0.374,0.38718,0.01318,0.28192,0.26874,0.38718,0.19424,0.72538,1.31786,37.40032,38.71818,26.874,28.19187,38.71818,72.5384,19.42382,0.00734,0.46676,0.428,0.45942,0.42066,0.46676,0.66402,0.25668,0.35471,0.3759,0.3474,0.36858,0.00731,0.3759,0.209,0.71312,265.51366,198.49022,280.81475,213.79131,67.02344,280.81475,114.22977,141.18126,0.4256,0.48099,0.03338,0.39222,0.51438,0.51438,0.28574,0.26456,0.45279,0.00111,0.48092,0.45168,0.48203,0.48203,0.7342,0.2698,Bad
3235.55858,16118.25845,12882.69987,13267.67517,16503.23375,16503.23375,7976.28388,8586.65236,0.31268,0.31786,0.00517,0.32855,0.33372,0.33372,0.25725,0.18672,0.16427,0.17868,0.01441,0.16114,0.14673,0.17868,0.0944,0.63398,1.44094,16.42743,17.86837,14.67305,16.11398,17.86837,63.39851,9.43951,0.0037,0.16684,0.16735,0.16314,0.16365,0.16735,0.62623,0.09542,0.11637,0.17787,0.10605,0.16755,0.01032,0.17787,0.08582,0.64559,172.84619,147.34617,152.3964,126.89639,25.50001,172.84619,43.0226,87.55118,0.27832,0.28951,-0.00146,0.27978,0.28805,0.28951,0.18518,0.16397,0.23642,-0.00099,0.2228,0.23741,0.2218,0.23741,0.68444,0.1327,Bad
401.66829,8066.76596,7665.09766,6722.33844,7124.00674,8066.76596,4249.99759,4289.69573,0.26738,0.26195,-0.00544,0.15462,0.14918,0.26738,0.26397,0.12878,0.07731,0.07569,-0.00162,0.21526,0.21688,0.21688,0.10188,0.61146,-0.16222,7.73086,7.56864,21.68852,21.5263,21.68852,61.14627,10.1885,-0.00251,0.09136,0.21542,0.09387,0.21793,0.21793,0.60661,0.10266,-0.01816,0.05421,-0.01578,0.05659,-0.00238,0.07237,0.03157,0.67516,68.05343,66.43995,46.04681,44.43333,1.61348,68.05343,23.21339,33.69849,0.15534,0.02299,-0.00035,0.1557,0.02264,0.1557,0.11662,0.07474,-0.00754,-0.00318,0.06226,-0.00436,0.05909,0.06663,0.67869,0.03148,Bad
5919.18863,33119.74181,27200.55318,29302.90332,35222.09194,35222.09194,17199.67971,18201.41928,0.69689,0.65682,-0.04007,0.68434,0.64427,0.69689,0.3972,0.38754,0.34217,0.3222,-0.01998,0.26318,0.28316,0.34217,0.17659,0.71494,-1.99752,34.21717,32.21965,28.31592,26.3184,34.21717,71.49361,17.65924,-0.02094,0.33451,0.32708,0.35545,0.34801,0.35545,0.6945,0.19724,0.27705,0.33932,0.28367,0.34594,-0.00662,0.34594,0.18165,0.72545,-6184.85496,3676.21423,-13679.30732,-3818.23813,-9861.06919,13679.30732,-22949.42886,5822.92076,0.53144,0.69199,-0.03981,0.57125,0.65218,0.69199,0.42792,0.35697,0.40661,0.00431,0.39504,0.4023,0.39935,0.40661,0.73051,0.23144,Bad
7673.29008,21071.55705,13398.26697,18775.54855,26448.83862,26448.83862,12640.60296,12122.22786,0.57702,0.61078,0.03377,0.58082,0.61459,0.61459,0.26532,0.34427,0.29041,0.32301,0.0326,0.08208,0.04949,0.32301,0.14634,0.69635,3.25985,29.04121,32.30106,4.94865,8.2085,32.30106,69.63457,14.63357,0.01849,0.39307,0.30843,0.37457,0.28994,0.39307,0.6089,0.20031,0.12502,0.34678,0.10586,0.32762,0.01916,0.34678,0.15916,0.68342,65.22603,-3.14027,103.6775,35.3112,68.36631,103.6775,15.7522,43.21715,0.15532,0.45939,0.05074,0.10458,0.51014,0.51014,0.32939,0.23,0.25606,0.01249,0.21713,0.24357,0.22961,0.25606,0.69394,0.13712,Bad
5054.83049,19369.44588,14314.61539,13828.1912,18883.02169,19369.44588,8509.51392,9805.01125,0.57435,0.57721,0.00286,0.53788,0.54074,0.57721,0.23781,0.32224,0.26894,0.28781,0.01887,0.30748,0.28861,0.30748,0.16677,0.62291,1.88714,26.89394,28.78107,28.86102,30.74816,30.74816,62.29062,16.67701,0.00416,0.26976,0.30941,0.26561,0.30525,0.30941,0.61197,0.16679,0.2275,0.28643,0.22762,0.28654,-0.00011,0.28654,0.15033,0.64655,254.02032,214.15176,188.67982,148.81126,39.86856,254.02032,5.81526,120.41285,0.38824,0.30913,0.02531,0.36293,0.33444,0.38824,0.19896,0.20277,0.2532,0.00109,0.29765,0.25211,0.29874,0.29874,0.67331,0.1601,Bad
4102.60203,7341.87826,3239.27624,5130.39065,9232.99268,9232.99268,3668.979,4045.29363,0.43597,0.45522,0.01925,0.41667,0.43591,0.45522,0.09468,0.25194,0.20833,0.22348,0.01515,0.14253,0.12738,0.22348,0.10672,0.57138,1.51515,20.83333,22.34848,12.73772,14.25287,22.34848,57.13754,10.67205,0.00816,0.25008,0.22614,0.24192,0.21798,0.25008,0.53854,0.13551,0.15778,0.25242,0.13053,0.22516,0.02726,0.25242,0.11763,0.56947,56.83108,16.55554,75.22465,34.94911,40.27554,75.22465,11.55839,32.07347,0.07321,0.16444,0.05682,0.01638,0.22126,0.22126,0.08859,0.09433,0.22261,0.01428,0.21756,0.20833,0.23184,0.23184,0.54861,0.12726,Bad
700.03568,24158.697,23458.66132,20393.6742,21093.70988,24158.697,10979.6044,12925.0473,0.40509,0.38969,-0.0154,0.31152,0.29612,0.40509,0.29068,0.20609,0.15576,0.14817,-0.00759,0.30967,0.31726,0.31726,0.1497,0.61669,0.00824,14.80856,14.81679,30.95862,30.96686,30.96686,61.47693,14.76775,-0.00783,0.1775,0.30954,0.18532,0.31737,0.31737,0.60921,0.15272,0.04183,0.12017,0.0484,0.12673,-0.00657,0.12673,0.05829,0.69143,-53358.87696,-40501.87732,-103773.5912,-90916.59158,-12856.99964,103773.5912,-91278.52286,46752.27493,0.56228,0.27259,-0.01424,0.57652,0.25835,0.57652,0.24243,0.27113,0.13053,-0.00075,0.15969,0.13129,0.15894,0.15969,0.66427,0.08458,Bad
7413.81178,44336.53771,36922.72593,40206.68931,47620.50109,47620.50109,22805.67018,24629.00606,0.97359,0.97359,0,0.98077,0.98077,0.98077,0.51141,0.56418,0.49038,0.49038,0,0.43456,0.43456,0.49038,0.26798,0.76876,0,49.03846,49.03846,43.4555,43.4555,49.03846,76.87651,26.79781,0,0.49593,0.49348,0.49593,0.49348,0.49593,0.75265,0.28562,0.38512,0.48993,0.38512,0.48993,0,0.48993,0.2562,0.78124,771.70071,697.56259,768.41127,694.27316,74.13812,771.70071,72.9213,424.27329,0.74292,0.91174,0.00189,0.74103,0.91363,0.91363,0.5017,0.48272,0.45784,0,0.42543,0.45784,0.42543,0.45784,0.77918,0.25532,Bad
4157.68774,24043.38154,19885.6938,17901.84482,22059.53256,24043.38154,10456.86685,12253.72754,0.53768,0.45591,-0.08177,0.44744,0.36567,0.53768,0.31865,0.26547,0.22372,0.17334,-0.05038,0.41994,0.47032,0.47032,0.21233,0.60658,-5.03752,22.37174,17.33422,47.03145,41.99393,47.03145,60.65811,21.23263,-0.04691,0.23831,0.42061,0.28522,0.46752,0.46752,0.58924,0.21777,0.02095,0.15797,0.03163,0.16865,-0.01068,0.16865,0.07838,0.76091,19504.26961,22687.63708,181.79482,3365.16228,-3183.36747,22687.63708,-7154.50262,10368.19912,0.50993,0.29416,-0.01737,0.5273,0.27678,0.5273,0.2504,0.25098,0.08076,-0.01131,0.19614,0.09206,0.18483,0.19614,0.79662,0.09064,Good
6799.99983,19741.59644,12941.59661,19812.26367,26612.2635,26612.2635,14313.07971,12080.9767,0.20382,0.23172,0.0279,0.35734,0.38524,0.38524,0.33941,0.18159,0.17867,0.20769,0.02902,0.05334,0.02432,0.20769,0.09272,0.69287,2.9021,17.86713,20.76923,2.43218,5.33427,20.76923,69.28706,9.27194,0.01657,0.21367,0.11204,0.1971,0.09547,0.21367,0.66091,0.09865,0.06273,0.19974,0.05101,0.18802,0.01172,0.19974,0.0916,0.7045,-43251.16006,-40338.40213,-45357.43299,-42444.67506,-2912.75793,45357.43299,-35293.27121,24781.74269,0.11928,0.37764,0.05804,0.06125,0.43568,0.43568,0.37755,0.19448,0.19877,-0.00364,0.14438,0.2024,0.14074,0.2024,0.69163,0.10186,Good
738.0894,4899.82732,4161.73792,3243.56021,3981.64961,4899.82732,1284.85408,2399.48628,0.26422,0.26912,0.0049,0.25664,0.26154,0.26912,0.08919,0.15182,0.12832,0.13077,0.00245,0.20316,0.20071,0.20316,0.10016,0.52744,0.24476,12.83217,13.07692,20.0714,20.31615,20.31615,52.74439,10.01559,0.00034,0.13546,0.20503,0.13513,0.20469,0.20503,0.52402,0.10222,0.05175,0.14368,0.0377,0.12963,0.01406,0.14368,0.06468,0.571,38.07176,33.63234,23.72035,19.28093,4.43942,38.07176,-2.14887,17.65568,0.13431,0.09515,0.00387,0.13044,0.09902,0.13431,0.01165,0.06781,0.07115,0.0042,0.09678,0.06694,0.10099,0.10099,0.55683,0.05001,Good
2048.39298,7946.9225,5898.52952,6950.42074,8998.81373,8998.81373,4172.47489,4402.04132,0.31635,0.35012,0.03377,0.31014,0.34391,0.35012,0.14273,0.19111,0.15507,0.20192,0.04685,0.03262,-0.01423,0.20192,0.08988,0.62196,4.68532,15.50699,20.19231,-1.42313,3.26218,20.19231,62.19582,8.98816,0.02496,0.23791,0.17354,0.21295,0.14858,0.23791,0.5358,0.11507,0.12246,0.23586,0.10742,0.22083,0.01504,0.23586,0.10955,0.62054,71.3191,53.82886,73.7065,56.21626,17.49024,73.7065,23.49921,37.51498,0.12056,0.16368,0.01536,0.1052,0.17904,0.17904,0.09282,0.08568,0.17774,0.01174,0.16555,0.166,0.17728,0.17774,0.57736,0.09922,Bad
2372.86949,9466.76375,7093.89426,7355.83805,9728.70755,9728.70755,4185.67363,4953.09819,0.85629,0.88565,0.02936,0.91783,0.94719,0.94719,0.40472,0.52136,0.45892,0.47652,0.0176,0.4229,0.4053,0.47652,0.2556,0.7088,1.75986,45.89161,47.65146,40.5303,42.29016,47.65146,70.87994,25.55991,0.01468,0.47679,0.44282,0.46211,0.42814,0.47679,0.70155,0.26167,0.4233,0.47784,0.40552,0.46007,0.01778,0.47784,0.25608,0.70872,5523.57041,5499.84166,5057.5504,5033.82165,23.72875,5523.57041,-2557.93327,3053.60446,0.81395,0.8768,0.02885,0.7851,0.90565,0.90565,0.41048,0.48965,0.52398,0.00332,0.52926,0.52066,0.53258,0.53258,0.72647,0.30407,Bad
5228.87695,13981.19454,8752.31759,10211.91247,15440.78942,15440.78942,5296.68813,7327.173,0.61322,0.63157,0.01834,0.56313,0.58148,0.63157,0.06908,0.34557,0.28157,0.31485,0.03328,0.19533,0.16205,0.31485,0.14669,0.57671,3.32819,28.15657,31.48476,16.20516,19.53335,31.48476,57.67091,14.669,0.01379,0.3739,0.32131,0.36011,0.30752,0.3739,0.50905,0.19796,0.24532,0.41079,0.23311,0.39857,0.01222,0.41079,0.19783,0.54063,129.78363,79.54781,136.7178,86.48198,50.23582,136.7178,9.44883,65.77376,0.28013,0.38881,0.05816,0.22197,0.44697,0.44697,0.08231,0.20614,0.49172,0.01305,0.44211,0.47867,0.45516,0.49172,0.51749,0.27004,Good
5082.6949,19392.45332,14309.75842,16009.85445,21092.54935,21092.54935,9935.14329,10451.36205,0.55189,0.57448,0.02259,0.50909,0.53168,0.57448,0.24949,0.31342,0.25454,0.27692,0.02238,0.23242,0.21004,0.27692,0.14204,0.64399,2.23776,25.45454,27.69231,21.00428,23.24205,27.69231,64.39928,14.20382,0.01279,0.27982,0.29055,0.26703,0.27776,0.29055,0.61859,0.1611,0.19229,0.27833,0.18122,0.26727,0.01106,0.27833,0.13731,0.65791,189.43668,139.35869,198.23222,148.15423,50.07798,198.23222,51.75726,99.64017,0.30885,0.34664,0.04095,0.2679,0.38759,0.38759,0.22579,0.19266,0.35509,0.00815,0.37477,0.34694,0.38292,0.38292,0.64913,0.21102,Bad
12082.96325,35075.78211,22992.81886,25070.42424,37153.38749,37153.38749,15976.37595,18069.76072,0.5757,0.68893,0.11323,0.63889,0.75212,0.75212,0.43173,0.38695,0.31944,0.38008,0.06064,0.30728,0.24664,0.38008,0.18501,0.72717,6.06363,31.94444,38.00808,24.66388,30.72751,38.00808,72.71736,18.50073,0.05685,0.37757,0.34724,0.32071,0.29039,0.37757,0.71473,0.19461,0.2797,0.37957,0.22145,0.32132,0.05824,0.37957,0.1798,0.73473,8988.71384,5632.50833,6831.70304,3475.49753,3356.20551,8988.71384,-4476.0532,3949.58001,0.60315,0.64184,0.10902,0.49414,0.75086,0.75086,0.37385,0.36713,0.54006,0.04895,0.44324,0.49111,0.49219,0.54006,0.67756,0.28523,Bad
-38.91976,5023.12818,5062.04794,5107.49775,5068.57799,5107.49775,2867.8437,2924.56183,0.5307,0.43434,-0.09637,0.5803,0.48394,0.5803,0.41482,0.29622,0.29015,0.24477,-0.04538,0.2172,0.26259,0.29015,0.14806,0.7088,-4.53837,29.01515,24.47678,26.25886,21.7205,29.01515,70.88024,14.80567,-0.04774,0.24215,0.21731,0.28989,0.26505,0.28989,0.70718,0.14806,0.21915,0.24563,0.26847,0.29496,-0.04932,0.29496,0.15016,0.71009,55.97502,60.04196,56.42952,60.49646,-4.06695,60.49646,22.47618,33.6639,0.31097,0.38065,-0.06454,0.37551,0.31611,0.38065,0.24649,0.2014,0.31925,-0.04963,0.36244,0.36888,0.31281,0.36888,0.75629,0.19784,Bad
1700,12600,10900,10800,12500,12600,6800,6790.67989,0.79294,0.7804,-0.01254,0.75606,0.74352,0.79294,0.59295,0.44382,0.37803,0.37198,-0.00606,0.38987,0.39592,0.39592,0.22181,0.79666,-0.60552,37.80303,37.19752,39.5922,38.98668,39.5922,79.66648,22.18069,-0.00627,0.37196,0.39038,0.37823,0.39666,0.39666,0.79638,0.22202,0.38906,0.3722,0.39479,0.37793,-0.00573,0.39479,0.22153,0.79719,18350,19405,16205,17260,-1055,19405,-10384,10325.93902,0.77973,0.75606,-0.01211,0.79184,0.74395,0.79184,0.59333,0.44361,0.3737,-0.00432,0.39621,0.37803,0.39189,0.39621,0.79702,0.22239,Bad
